Time, Vehicle speed (MPH), Instant fuel economy (MPG), Total fuel economy (MPG), Fuel rate (gal/hr), Calculated load value (%), Engine coolant temperature (F), Short term fuel % trim - Bank 1 (%), Long term fuel % trim - Bank 1 (%), Short term fuel % trim - Bank 2 (%), Long term fuel % trim - Bank 2 (%), Fuel rail pressure (gauge) (PSI), Intake manifold absolute pressure (PSI), Engine RPM (RPM), Ignition timing advance for #1 cylinder, Intake air temperature (F), Mass air flow rate (lb/min), Absolute throttle position (%), O2 voltage (Bank 1  Sensor 1) (V), Short term fuel trim (Bank 1  Sensor 1) (%), O2 voltage (Bank 1  Sensor 2) (V), Short term fuel trim (Bank 1  Sensor 2) (%), O2 voltage (Bank 1  Sensor 3) (V), Short term fuel trim (Bank 1  Sensor 3) (%), O2 voltage (Bank 1  Sensor 4) (V), Short term fuel trim (Bank 1  Sensor 4) (%), O2 voltage (Bank 2  Sensor 1) (V), Short term fuel trim (Bank 2  Sensor 1) (%), O2 voltage (Bank 2  Sensor 2) (V), Short term fuel trim (Bank 2  Sensor 2) (%), O2 voltage (Bank 2  Sensor 3) (V), Short term fuel trim (Bank 2  Sensor 3) (%), O2 voltage (Bank 2  Sensor 4) (V), Short term fuel trim (Bank 2  Sensor 4) (%), Time since engine start (sec), Distance traveled while MIL is activated (miles), Fuel rail pressure relative to manifold vacuum (PSI), Fuel rail pressure (PSI), O2 sensor 1 lambda, O2 sensor 1 voltage wide range (V), O2 sensor 2 lambda, O2 sensor 2 voltage wide range (V), O2 sensor 3 lambda, O2 sensor 3 voltage wide range (V), O2 sensor 4 lambda, O2 sensor 4 voltage wide range (V), O2 sensor 5 lambda, O2 sensor 5 voltage wide range (V), O2 sensor 6 lambda, O2 sensor 6 voltage wide range (V), O2 sensor 7 lambda, O2 sensor 7 voltage wide range (V), O2 sensor 8 lambda, O2 sensor 8 voltage wide range (V), Commanded EGR (%), EGR error (%), Commanded evaporative purge (%), Fuel level input (%), Number of warm-ups since DTCs cleared, Distance traveled since DTCs cleared (miles), Evap system vapor pressure (PSI), Barometric pressure (PSI), O2 sensor 1 lambda wide range (current probe), O2 sensor 1 current wide range (mA), O2 sensor 2 lambda wide range (current probe), O2 sensor 2 current wide range (mA), O2 sensor 3 lambda wide range (current probe), O2 sensor 3 current wide range (mA), O2 sensor 4 lambda wide range (current probe), O2 sensor 4 current wide range (mA), O2 sensor 5 lambda wide range (current probe), O2 sensor 5 current wide range (mA), O2 sensor 6 lambda wide range (current probe), O2 sensor 6 current wide range (mA), O2 sensor 7 lambda wide range (current probe), O2 sensor 7 current wide range (mA), O2 sensor 8 lambda wide range (current probe), O2 sensor 8 current wide range (mA), Catalyst temperature (Bank 1 Sensor 1) (F), Catalyst temperature (Bank 2 Sensor 1) (F), Catalyst temperature (Bank 1 Sensor 2) (F), Catalyst temperature (Bank 2 Sensor 2) (F), Control module voltage (V), Absolute load value (%), Fuel/Air commanded equivalence ratio, Relative throttle position (%), Ambient air temperature (F), Absolute throttle position B (%), Absolute throttle position C (%), Accelerator pedal position D (%), Accelerator pedal position E (%), Accelerator pedal position F (%), Commanded throttle actuator control (%), Engine run time run while MIL is activated (min), Engine run time since DTCs cleared (min), Alcohol fuel percentage (%), Absolute evap system vapor pressure (PSI), Evap system vapor pressure (PSI), Short term secondary oxygen sensor trim bank 1 (%), Short term secondary oxygen sensor trim bank 3 (%), Long term secondary oxygen sensor trim bank 1 (%), Long term secondary oxygen sensor trim bank 3 (%), Short term secondary oxygen sensor trim bank 2 (%), Short term secondary oxygen sensor trim bank 4 (%), Long term secondary oxygen sensor trim bank 2 (%), Long term secondary oxygen sensor trim bank 4 (%), Fuel rail pressure (absolute) (PSI), Relative accelerator pedal position (%), Hybrid battery pack remaining life (%), Engine oil temperature (F), Fuel injection timing (deg), Engine fuel rate (gal/hr), Input voltage read by the scan tool (V), Intake manifold absolute pressure (PSI), Mass air flow rate (lb/min), Boost (PSI), Acceleration (ft/s²), Acceleration (Avg) (ft/s²), Longitude, Latitude, Altitude (m), Bearing (deg), GPS Speed (m/s), GPS Accuracy (m)
01/20/2015 03:40:12.4704 PM,45.98147,0,0,0,31.37255,186.8,4.6875,6.25,0,0,0,5.076321,2620.5,34.5,89.6,0,20.39216,0,0,0.29,8.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984052,-0.3632813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,1.769658,0,0.5148911,0.6836452,-94.71762,38.91277,261.7,90,20,4
01/20/2015 03:40:12.9702 PM,45.98147,0,0,0,45.4902,186.8,4.6875,6.25,0,0,0,5.076321,2620.5,34.5,89.6,0,20.39216,0,0,0.29,8.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984052,-0.3632813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,1.769658,0,0.5148911,0.6836452,-94.7174,38.91278,261.7,90.5,20.25,3
01/20/2015 03:40:13.4705 PM,45.98147,0,0,0,45.4902,186.8,6.25,6.25,0,0,0,5.076321,2620.5,34.5,89.6,0,20.39216,0,0,0.29,8.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984052,-0.3632813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,1.769658,0,0.5148911,0.6836452,-94.7174,38.91278,261.7,90.5,20.25,3
01/20/2015 03:40:13.9712 PM,45.98147,0,0,0,45.4902,186.8,6.25,6.25,0,0,0,6.961812,2672.75,34.5,89.6,0,20.39216,0,0,0.29,8.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984052,-0.3632813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,2.470323,0,0.5148911,0.6836452,-94.71716,38.91277,261.8,90.3,20.25,3
01/20/2015 03:40:14.4710 PM,45.98147,0,0,0,45.4902,186.8,6.25,6.25,0,0,0,6.961812,2672.75,35.5,89.6,0,20.39216,0,0,0.29,8.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984052,-0.3632813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,2.470323,0,0.5148911,0.6836452,-94.71716,38.91277,261.8,90.3,20.25,3
01/20/2015 03:40:14.9978 PM,45.98147,0,0,0,45.4902,186.8,6.25,6.25,0,0,0,6.961812,2672.75,35.5,89.6,0,20.39216,0,0,0.545,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9867055,-0.4648438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,2.470323,0,0.5148911,0.6836452,-94.71693,38.91277,262,90.2,20.5,3
01/20/2015 03:40:15.4975 PM,45.98147,0,0,0,25.09804,186.8,6.25,6.25,0,0,0,6.961812,2672.75,35.5,89.6,0,20.39216,0,0,0.545,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9867055,-0.4648438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,2.470323,0,0.1823869,0.4420134,-94.71693,38.91277,262,90.2,20.5,3
01/20/2015 03:40:16.0411 PM,45.98147,0,0,0,25.09804,186.8,7.03125,6.25,0,0,0,6.961812,2672.75,35.5,89.6,0,20.39216,0,0,0.545,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9867055,-0.4648438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,2.470323,0,0.1823869,0.4420134,-94.71668,38.91277,262.4,90.5,20.5,3
01/20/2015 03:40:16.5252 PM,45.98147,0,0,0,25.09804,186.8,7.03125,6.25,0,0,0,5.366396,2635.25,35.5,89.6,0,20.39216,0,0,0.545,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9867055,-0.4648438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,1.942175,0,0.1823869,0.4420134,-94.71668,38.91277,262.4,90.5,20.5,3
01/20/2015 03:40:17.0253 PM,45.98147,0,0,0,25.09804,186.8,7.03125,6.25,0,0,0,5.366396,2635.25,35,89.6,0,19.60784,0,0,0.545,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9867055,-0.4648438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,1.942175,0,0.1823869,0.4420134,-94.71645,38.91277,261.9,90.5,20.25,3
01/20/2015 03:40:17.5255 PM,45.98147,0,0,0,25.09804,186.8,7.03125,6.25,0,0,0,5.366396,2635.25,35,89.6,0,19.60784,0,0,0.505,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9718215,-1.003906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,1.942175,0,0.1823869,0.4420134,-94.71645,38.91277,261.9,90.5,20.25,3
01/20/2015 03:40:18.0558 PM,45.3601,0,0,0,29.41176,186.8,7.03125,6.25,0,0,0,5.366396,2635.25,35,89.6,0,19.60784,0,0,0.505,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9718215,-1.003906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,1.942175,0,-0.1742337,0.1703287,-94.71622,38.91277,262,90.5,20,3
01/20/2015 03:40:18.5561 PM,45.3601,0,0,0,29.41176,186.8,1.5625,6.25,0,0,0,5.366396,2635.25,35,89.6,0,19.60784,0,0,0.505,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9718215,-1.003906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,1.942175,0,-0.1742337,0.1703287,-94.71622,38.91277,262,90.5,20,3
01/20/2015 03:40:19.0562 PM,45.3601,0,0,0,29.41176,186.8,1.5625,6.25,0,0,0,2.465641,2520,35,89.6,0,19.60784,0,0,0.505,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9718215,-1.003906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0.8798305,0,-0.1742337,0.1703287,-94.716,38.91276,262.5,90.5,20,4
01/20/2015 03:40:19.5605 PM,45.3601,0,0,0,29.41176,186.8,1.5625,6.25,0,0,0,2.465641,2520,39.5,89.6,0,16.07843,0,0,0.505,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9718215,-1.003906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0.8798305,0,-0.1742337,0.1703287,-94.716,38.91276,262.5,90.5,20,4
01/20/2015 03:40:20.0575 PM,45.3601,0,0,0,29.41176,186.8,1.5625,6.25,0,0,0,2.465641,2520,39.5,89.6,0,16.07843,0,0,0.625,2.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970998,-1.105469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0.8798305,0,-0.1742337,0.1703287,-94.716,38.91276,262.5,90.5,20,4
01/20/2015 03:40:20.5576 PM,42.25324,0,0,0,29.41176,186.8,1.5625,6.25,0,0,0,2.465641,2520,39.5,89.6,0,16.07843,0,0,0.625,2.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970998,-1.105469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0.8798305,0,-1.040992,-0.4293024,-94.716,38.91276,262.5,90.5,20,4
01/20/2015 03:40:21.0578 PM,42.25324,0,0,0,16.07843,186.8,0,6.25,0,0,0,2.465641,2520,39.5,89.6,0,16.07843,0,0,0.625,2.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970998,-1.105469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0.8798305,0,-1.040992,-0.4293024,-94.71555,38.91275,263.5,90.2,19,3
01/20/2015 03:40:21.6126 PM,42.25324,0,0,0,16.07843,186.8,0,6.25,0,0,0,2.465641,2520,39.5,89.6,0,16.07843,0,0,0.625,2.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970998,-1.105469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0.841352,0,-1.040992,-0.4293024,-94.71555,38.91275,263.5,90.2,19,3
01/20/2015 03:40:22.1121 PM,42.25324,0,0,0,16.07843,186.8,0,6.25,0,0,0,2.465641,2320.5,38.5,89.6,0,16.07843,0,0,0.625,2.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970998,-1.105469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0.841352,0,-1.040992,-0.4293024,-94.71535,38.91275,263.1,90.2,18.25,3
01/20/2015 03:40:22.6122 PM,42.25324,0,0,0,16.07843,186.8,0,6.25,0,0,0,2.465641,2320.5,38.5,89.6,0,9.019608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970998,-1.105469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0.841352,0,-1.040992,-0.4293024,-94.71535,38.91275,263.1,90.2,18.25,3
01/20/2015 03:40:23.1240 PM,38.52501,0,0,0,16.07843,186.8,0,6.25,0,0,0,2.465641,2320.5,38.5,89.6,0,9.019608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.942515,23.05078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0.841352,0,-1.900414,-1.037324,-94.71515,38.91275,263,90.1,17.5,3
01/20/2015 03:40:23.6244 PM,38.52501,0,0,0,29.41176,186.8,7.03125,6.25,0,0,0,2.465641,2320.5,38.5,89.6,0,9.019608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.942515,23.05078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0.841352,0,-1.900414,-1.037324,-94.71515,38.91275,263,90.1,17.5,3
01/20/2015 03:40:24.1244 PM,38.52501,0,0,0,29.41176,186.8,7.03125,6.25,0,0,0,5.366396,2320.5,38.5,89.6,0,9.019608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.942515,23.05078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,1.68621,0,-1.900414,-1.037324,-94.71495,38.91275,263.8,90.2,17,4
01/20/2015 03:40:24.6354 PM,38.52501,0,0,0,29.41176,186.8,7.03125,6.25,0,0,0,5.366396,2183.25,36.5,89.6,0,9.019608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.942515,23.05078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,1.68621,0,-1.900414,-1.037324,-94.71495,38.91275,263.8,90.2,17,4
01/20/2015 03:40:25.1275 PM,38.52501,0,0,0,29.41176,186.8,7.03125,6.25,0,0,0,5.366396,2183.25,36.5,82.4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.942515,23.05078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,1.68621,0,-1.900414,-1.037324,-94.71475,38.91275,263.8,90.4,16.75,4
01/20/2015 03:40:25.6346 PM,38.52501,0,0,0,29.41176,186.8,7.03125,6.25,0,0,0,5.366396,2183.25,36.5,82.4,0,20,0,0,0.78,8.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9018545,-4.339844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,1.68621,0,-1.900414,-1.037324,-94.71475,38.91275,263.8,90.4,16.75,4
01/20/2015 03:40:26.1344 PM,39.14639,0,0,0,29.41176,186.8,7.03125,6.25,0,0,0,5.366396,2183.25,36.5,82.4,0,20,0,0,0.78,8.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9018545,-4.339844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,1.68621,0,-0.880805,-0.9608983,-94.71456,38.91275,264.2,90.3,16.75,3
01/20/2015 03:40:26.6575 PM,39.14639,0,0,0,67.84314,186.8,6.25,6.25,0,0,0,5.366396,2183.25,36.5,82.4,0,20,0,0,0.78,8.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9018545,-4.339844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,1.68621,0,-0.880805,-0.9608983,-94.71456,38.91275,264.2,90.3,16.75,3
01/20/2015 03:40:27.1426 PM,39.14639,0,0,0,67.84314,186.8,6.25,6.25,0,0,0,9.427453,2183.25,36.5,82.4,0,20,0,0,0.78,8.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9018545,-4.339844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,2.824071,0,-0.880805,-0.9608983,-94.71436,38.91275,264.5,90.3,17,3
01/20/2015 03:40:27.6520 PM,39.14639,0,0,0,67.84314,186.8,6.25,6.25,0,0,0,9.427453,2324.75,26.5,82.4,0,20,0,0,0.78,8.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9018545,-4.339844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,2.824071,0,-0.880805,-0.9608983,-94.71436,38.91275,264.5,90.3,17,3
01/20/2015 03:40:28.1521 PM,39.14639,0,0,0,67.84314,186.8,6.25,6.25,0,0,0,9.427453,2324.75,26.5,82.4,0,23.52941,0,0,0.8,5.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9018545,-4.339844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,2.824071,0,-0.880805,-0.9608983,-94.71416,38.91274,264.2,90.1,17.75,3
01/20/2015 03:40:28.7458 PM,39.14639,0,0,0,67.84314,186.8,6.25,6.25,0,0,0,9.427453,2324.75,26.5,82.4,0,23.52941,0,0,0.8,5.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024739,0.5117188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,2.824071,0,-0.880805,-0.9608983,-94.71416,38.91274,264.2,90.1,17.75,3
01/20/2015 03:40:29.2699 PM,41.63187,0,0,0,67.84314,186.8,6.25,6.25,0,0,0,9.427453,2324.75,26.5,82.4,0,23.52941,0,0,0.8,5.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024739,0.5117188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,2.824071,0,0.764534,-0.5679401,-94.71416,38.91274,264.2,90.1,17.75,3
01/20/2015 03:40:29.7699 PM,41.63187,0,0,0,34.11765,186.8,1.5625,6.25,0,0,0,9.427453,2324.75,26.5,82.4,0,23.52941,0,0,0.8,5.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024739,0.5117188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,2.824071,0,0.764534,-0.5679401,-94.71374,38.91275,262.8,89.7,18.5,3
01/20/2015 03:40:30.2708 PM,41.63187,0,0,0,34.11765,186.8,1.5625,6.25,0,0,0,4.931283,2324.75,26.5,82.4,0,23.52941,0,0,0.8,5.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024739,0.5117188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,1.572947,0,0.764534,-0.5679401,-94.71374,38.91275,262.8,89.7,18.5,3
