Time, Vehicle speed (MPH), Instant fuel economy (MPG), Total fuel economy (MPG), Fuel rate (gal/hr), Calculated load value (%), Engine coolant temperature (F), Short term fuel % trim - Bank 1 (%), Long term fuel % trim - Bank 1 (%), Short term fuel % trim - Bank 2 (%), Long term fuel % trim - Bank 2 (%), Fuel rail pressure (gauge) (PSI), Intake manifold absolute pressure (PSI), Engine RPM (RPM), Ignition timing advance for #1 cylinder, Intake air temperature (F), Mass air flow rate (lb/min), Absolute throttle position (%), O2 voltage (Bank 1  Sensor 1) (V), Short term fuel trim (Bank 1  Sensor 1) (%), O2 voltage (Bank 1  Sensor 2) (V), Short term fuel trim (Bank 1  Sensor 2) (%), O2 voltage (Bank 1  Sensor 3) (V), Short term fuel trim (Bank 1  Sensor 3) (%), O2 voltage (Bank 1  Sensor 4) (V), Short term fuel trim (Bank 1  Sensor 4) (%), O2 voltage (Bank 2  Sensor 1) (V), Short term fuel trim (Bank 2  Sensor 1) (%), O2 voltage (Bank 2  Sensor 2) (V), Short term fuel trim (Bank 2  Sensor 2) (%), O2 voltage (Bank 2  Sensor 3) (V), Short term fuel trim (Bank 2  Sensor 3) (%), O2 voltage (Bank 2  Sensor 4) (V), Short term fuel trim (Bank 2  Sensor 4) (%), Time since engine start (sec), Distance traveled while MIL is activated (miles), Fuel rail pressure relative to manifold vacuum (PSI), Fuel rail pressure (PSI), O2 sensor 1 lambda, O2 sensor 1 voltage wide range (V), O2 sensor 2 lambda, O2 sensor 2 voltage wide range (V), O2 sensor 3 lambda, O2 sensor 3 voltage wide range (V), O2 sensor 4 lambda, O2 sensor 4 voltage wide range (V), O2 sensor 5 lambda, O2 sensor 5 voltage wide range (V), O2 sensor 6 lambda, O2 sensor 6 voltage wide range (V), O2 sensor 7 lambda, O2 sensor 7 voltage wide range (V), O2 sensor 8 lambda, O2 sensor 8 voltage wide range (V), Commanded EGR (%), EGR error (%), Commanded evaporative purge (%), Fuel level input (%), Number of warm-ups since DTCs cleared, Distance traveled since DTCs cleared (miles), Evap system vapor pressure (PSI), Barometric pressure (PSI), O2 sensor 1 lambda wide range (current probe), O2 sensor 1 current wide range (mA), O2 sensor 2 lambda wide range (current probe), O2 sensor 2 current wide range (mA), O2 sensor 3 lambda wide range (current probe), O2 sensor 3 current wide range (mA), O2 sensor 4 lambda wide range (current probe), O2 sensor 4 current wide range (mA), O2 sensor 5 lambda wide range (current probe), O2 sensor 5 current wide range (mA), O2 sensor 6 lambda wide range (current probe), O2 sensor 6 current wide range (mA), O2 sensor 7 lambda wide range (current probe), O2 sensor 7 current wide range (mA), O2 sensor 8 lambda wide range (current probe), O2 sensor 8 current wide range (mA), Catalyst temperature (Bank 1 Sensor 1) (F), Catalyst temperature (Bank 2 Sensor 1) (F), Catalyst temperature (Bank 1 Sensor 2) (F), Catalyst temperature (Bank 2 Sensor 2) (F), Control module voltage (V), Absolute load value (%), Fuel/Air commanded equivalence ratio, Relative throttle position (%), Ambient air temperature (F), Absolute throttle position B (%), Absolute throttle position C (%), Accelerator pedal position D (%), Accelerator pedal position E (%), Accelerator pedal position F (%), Commanded throttle actuator control (%), Engine run time run while MIL is activated (min), Engine run time since DTCs cleared (min), Alcohol fuel percentage (%), Absolute evap system vapor pressure (PSI), Evap system vapor pressure (PSI), Short term secondary oxygen sensor trim bank 1 (%), Short term secondary oxygen sensor trim bank 3 (%), Long term secondary oxygen sensor trim bank 1 (%), Long term secondary oxygen sensor trim bank 3 (%), Short term secondary oxygen sensor trim bank 2 (%), Short term secondary oxygen sensor trim bank 4 (%), Long term secondary oxygen sensor trim bank 2 (%), Long term secondary oxygen sensor trim bank 4 (%), Fuel rail pressure (absolute) (PSI), Relative accelerator pedal position (%), Hybrid battery pack remaining life (%), Engine oil temperature (F), Fuel injection timing (deg), Engine fuel rate (gal/hr), Input voltage read by the scan tool (V), Intake manifold absolute pressure (PSI), Mass air flow rate (lb/min), Boost (PSI), Acceleration (ft/s²), Acceleration (Avg) (ft/s²), Longitude, Latitude, Altitude (m), Bearing (deg), GPS Speed (m/s), GPS Accuracy (m)
01/20/2015 03:55:59.7231 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.19083,649.5,6.5,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003633,0.07421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2721681,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,8
01/20/2015 03:56:00.1755 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.19083,649.5,9.5,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003633,0.07421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2721681,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,9
01/20/2015 03:56:00.6763 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.19083,649.5,9.5,105.8,0,9.411765,0,0,0.625,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003633,0.07421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2721681,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,9
01/20/2015 03:56:01.1765 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.19083,649.5,9.5,105.8,0,9.411765,0,0,0.625,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000736,0.04296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2721681,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:01.7585 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.19083,649.5,9.5,105.8,0,9.411765,0,0,0.625,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000736,0.04296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2721681,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:02.2856 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.19083,649.5,9.5,105.8,0,9.411765,0,0,0.625,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000736,0.04296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2721681,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:02.8516 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.19083,649.5,9.5,105.8,0,9.411765,0,0,0.625,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000736,0.04296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2721681,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,12
01/20/2015 03:56:03.3846 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.19083,649.5,9.5,105.8,0,9.411765,0,0,0.625,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000736,0.04296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2721681,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,12
01/20/2015 03:56:03.8851 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.335868,649.5,9.5,105.8,0,9.411765,0,0,0.625,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000736,0.04296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2849782,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,13
01/20/2015 03:56:04.3902 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.335868,649.5,9.5,105.8,0,9.411765,0,0,0.625,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000736,0.04296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2849782,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,13
01/20/2015 03:56:04.8863 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.335868,644.75,9.5,105.8,0,9.411765,0,0,0.625,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000736,0.04296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2849782,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,7
01/20/2015 03:56:05.3863 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.335868,644.75,6,105.8,0,9.411765,0,0,0.625,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000736,0.04296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2849782,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,7
01/20/2015 03:56:05.9157 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.335868,644.75,6,105.8,0,9.411765,0,0,0.625,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000736,0.04296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2849782,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,7
01/20/2015 03:56:06.4381 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.335868,644.75,6,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000736,0.04296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2849782,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,7
01/20/2015 03:56:07.0020 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.335868,644.75,6,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005128,0.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2849782,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,9
01/20/2015 03:56:07.4984 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.335868,644.75,6,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005128,0.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2849782,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,8
01/20/2015 03:56:07.9979 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.335868,644.75,6,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005128,0.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2849782,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,7
01/20/2015 03:56:08.5683 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.335868,644.75,6,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005128,0.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2849782,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,7
01/20/2015 03:56:09.0192 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.480906,652.75,6,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005128,0.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2951938,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,11
01/20/2015 03:56:09.5194 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.480906,652.75,6,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005128,0.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2951938,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,11
01/20/2015 03:56:10.0197 PM,0,0,0,0,23.52941,203,7.03125,0.78125,0,0,0,3.480906,652.75,6,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005128,0.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2951938,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:10.5198 PM,0,0,0,0,22.35294,203,7.03125,0.78125,0,0,0,3.480906,652.75,6,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005128,0.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2951938,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:11.0196 PM,0,0,0,0,22.35294,203,7.03125,0.78125,0,0,0,3.480906,652.75,6,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005128,0.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2951938,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:11.5196 PM,0,0,0,0,22.35294,203,7.03125,0.78125,0,0,0,3.19083,649,6,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005128,0.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2739518,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:12.0203 PM,0,0,0,0,22.35294,203,7.03125,0.78125,0,0,0,3.19083,649,10,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005128,0.109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2739518,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:12.5202 PM,0,0,0,0,22.35294,203,7.03125,0.78125,0,0,0,3.19083,649,10,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008086,0.1757813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0.2739518,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:13.0205 PM,0,0,0,0,23.13725,203,7.03125,0.78125,0,0,0,3.19083,649,10,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008086,0.1757813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0.2739518,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,11
01/20/2015 03:56:13.5207 PM,0,0,0,0,23.13725,203,7.03125,0.78125,0,0,0,3.19083,649,10,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008086,0.1757813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0.2739518,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,11
01/20/2015 03:56:14.0239 PM,0,0,0,0,23.13725,203,7.03125,0.78125,0,0,0,3.19083,649,10,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008086,0.1757813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0.2739518,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:14.5250 PM,0,0,0,0,23.13725,203,7.03125,0.78125,0,0,0,3.19083,649,10,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008086,0.1757813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0.2739518,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:15.0242 PM,0,0,0,0,23.13725,203,7.03125,0.78125,0,0,0,3.19083,649,10,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008086,0.1757813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0.2739518,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:15.5258 PM,0,0,0,0,23.13725,203,7.03125,0.78125,0,0,0,3.19083,649,10,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008086,0.1757813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0.2739518,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:16.0585 PM,0,0,0,0,23.13725,203,7.03125,0.78125,0,0,0,3.19083,649,10,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008086,0.1757813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0.2739518,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:16.5282 PM,0,0,0,0,23.13725,203,7.03125,0.78125,0,0,0,3.335868,649,10,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008086,0.1757813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0.2847588,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:17.0308 PM,0,0,0,0,23.13725,203,7.03125,0.78125,0,0,0,3.335868,656.25,10,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008086,0.1757813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0.2847588,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
01/20/2015 03:56:17.5312 PM,0,0,0,0,23.13725,203,7.03125,0.78125,0,0,0,3.335868,656.25,8,105.8,0,9.411765,0,0,0.64,7.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008086,0.1757813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0.2847588,0,-1.274862E-15,6.465374E-15,-94.65308,38.91235,251.5,0,0,10
